"filename", "language", "SCSS", "TypeScript React", "TypeScript", "Markdown", "XML", "JSON", "comment", "blank", "total"
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_checkbox.scss", "SCSS", 51, 0, 0, 0, 0, 0, 0, 7, 58
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_customCarouselArrow.scss", "SCSS", 30, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_footer.scss", "SCSS", 60, 0, 0, 0, 0, 0, 0, 11, 71
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_form.scss", "SCSS", 73, 0, 0, 0, 0, 0, 0, 14, 87
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_header.scss", "SCSS", 208, 0, 0, 0, 0, 0, 0, 38, 246
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_input.scss", "SCSS", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_input1.scss", "SCSS", 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_inputDate.scss", "SCSS", 46, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_inputDouble.scss", "SCSS", 45, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_inputPeople.scss", "SCSS", 83, 0, 0, 0, 0, 0, 0, 16, 99
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_newsLetter.scss", "SCSS", 42, 0, 0, 0, 0, 0, 0, 8, 50
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_path.scss", "SCSS", 38, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_popup.scss", "SCSS", 30, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\components\_radio.scss", "SCSS", 50, 0, 0, 0, 0, 0, 0, 7, 57
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_404.scss", "SCSS", 88, 0, 0, 0, 0, 0, 0, 17, 105
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_blogPost.scss", "SCSS", 32, 0, 0, 0, 0, 0, 0, 8, 40
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_flights.scss", "SCSS", 59, 0, 0, 0, 0, 0, 0, 10, 69
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_login.scss", "SCSS", 97, 0, 0, 0, 0, 0, 0, 17, 114
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_mainPage.scss", "SCSS", 93, 0, 0, 0, 0, 0, 0, 16, 109
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\pages\_searchresults.scss", "SCSS", 121, 0, 0, 0, 0, 0, 0, 24, 145
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\themes\theme.scss", "SCSS", 36, 0, 0, 0, 0, 0, 2, 3, 41
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\styles\variables.scss", "SCSS", 54, 0, 0, 0, 0, 0, 16, 9, 79
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\templates\blog-post.tsx", "TypeScript React", 0, 46, 0, 0, 0, 0, 0, 8, 54
"c:\Users\oloa\OneDrive\Pulpit\gatsby-booking-com\src\utils\booking-hotel-scraper-04-Jun-2021.json", "JSON", 0, 0, 0, 0, 0, 212, 0, 1, 213
"Total", "-", 2339, 2096, 177, 607, 336, 212, 160, 952, 6879
